2022-06-05 15:26:48,565 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.20.Final
2022-06-05 15:26:59,158 [main] INFO  o.t.s.a.service.DefaultActorService - Initializing actor system.
2022-06-05 15:26:59,172 [main] INFO  o.t.s.a.service.DefaultActorService - Actor system initialized.
2022-06-05 15:26:59,185 [main] INFO  o.t.s.c.SystemInfoController - System build info: {"version":"3.3.4.1","artifact":"application","name":"ThingsBoard Server Application"}
2022-06-05 15:26:59,265 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Initializing Edge RPC service!
2022-06-05 15:26:59,507 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Going to start Edge RPC server using port: 7070
2022-06-05 15:26:59,599 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Edge RPC service initialized!
2022-06-05 15:26:59,821 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Server DTLS Credentials: Skipping initialization of disabled SSL credentials.
2022-06-05 15:26:59,824 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Trust Credentials: Skipping initialization of disabled SSL credentials.
2022-06-05 15:26:59,830 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Bootstrap DTLS Credentials: Skipping initialization of disabled SSL credentials.
2022-06-05 15:27:00,010 [main] INFO  o.t.s.c.t.a.JsonConverterConfig - JSON type cast enabled = true
2022-06-05 15:27:00,011 [main] INFO  o.t.s.c.t.a.JsonConverterConfig - JSON max string value length = 0
2022-06-05 15:27:00,041 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Setting resource leak detector level to DISABLED
2022-06-05 15:27:00,042 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Starting MQTT transport...
2022-06-05 15:27:00,072 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Mqtt transport started!
2022-06-05 15:27:00,091 [main] INFO  o.e.c.elements.config.Configuration - defaults added COAP.
2022-06-05 15:27:00,098 [main] INFO  o.e.c.elements.config.Configuration - defaults added UDP.
2022-06-05 15:27:00,099 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2022-06-05 15:27:00,113 [main] INFO  org.eclipse.californium.ban - Started.
2022-06-05 15:27:00,114 [main] INFO  o.e.c.core.network.CoapEndpoint - coap CoapEndpoint uses udp context
2022-06-05 15:27:00,123 [main] INFO  o.e.c.elements.config.Configuration - defaults added SYS.
2022-06-05 15:27:00,123 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - coap BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2022-06-05 15:27:00,130 [main] INFO  o.e.californium.core.CoapServer - Starting server
2022-06-05 15:27:00,136 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 1 sender threads and 1 receiver threads
2022-06-05 15:27:00,138 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5683, recv buf = 106496, send buf = 106496, recv packet size = 2048
2022-06-05 15:27:00,139 [main] INFO  o.e.c.core.network.CoapEndpoint - coap Started endpoint at coap://0.0.0.0:5683
2022-06-05 15:27:00,150 [main] INFO  o.t.s.t.coap.CoapTransportService - Starting CoAP transport...
2022-06-05 15:27:00,157 [main] INFO  o.t.s.t.coap.CoapTransportService - CoAP transport started!
2022-06-05 15:27:00,326 [main] INFO  o.e.c.elements.util.JceProviderUtil - Loaded net.i2p.crypto.eddsa.EdDSASecurityProvider
2022-06-05 15:27:00,381 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Starting LwM2M transport bootstrap server...
2022-06-05 15:27:00,463 [main] INFO  o.e.c.elements.config.Configuration - defaults added DTLS.
2022-06-05 15:27:00,463 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Unable to load X509 files for BootStrap Server
2022-06-05 15:27:00,515 [main] WARN  o.e.l.s.c.b.LeshanBootstrapServerBuilder - configStore is set but you also provide a custom SessionManager so this store will not be used
2022-06-05 15:27:00,553 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2022-06-05 15:27:00,554 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] CoapEndpoint uses udp context
2022-06-05 15:27:00,554 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coap://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2022-06-05 15:27:00,564 [main] INFO  o.e.c.s.dtls.InMemoryConnectionStore - Created new InMemoryConnectionStore [capacity: 150000, connection expiration threshold: 1800s]
2022-06-05 15:27:00,566 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2022-06-05 15:27:00,566 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] CoapEndpoint uses lwm2m correlation
2022-06-05 15:27:00,566 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coaps://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2022-06-05 15:27:00,571 [main] INFO  o.e.californium.core.CoapServer - Starting server
2022-06-05 15:27:00,572 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2022-06-05 15:27:00,573 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2022-06-05 15:27:00,574 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] Started endpoint at coap://0.0.0.0:5687
2022-06-05 15:27:00,575 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2022-06-05 15:27:00,577 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on 0.0.0.0/0.0.0.0:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2022-06-05 15:27:00,577 [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688]
2022-06-05 15:27:00,578 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] Started endpoint at coaps://0.0.0.0:5688
2022-06-05 15:27:00,578 [main] INFO  o.e.l.s.c.b.LeshanBootstrapServer - Bootstrap server started at coap://0.0.0.0/0.0.0.0:5687 coaps://0.0.0.0/0.0.0.0:5688
2022-06-05 15:27:00,578 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2022-06-05 15:27:00,621 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2022-06-05 15:27:00,632 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: zookeeper.version=3.5.5-390fe37ea45dee01bf87dc1c042b5e3dcce88653, built on 05/03/2019 12:07 GMT
2022-06-05 15:27:00,632 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: host.name=a74416bddb41
2022-06-05 15:27:00,632 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.version=11.0.12
2022-06-05 15:27:00,633 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.vendor=Debian
2022-06-05 15:27:00,633 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.home=/usr/lib/jvm/java-11-openjdk-arm64
2022-06-05 15:27:00,634 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.class.path=/usr/share/thingsboard/bin/thingsboard.jar
2022-06-05 15:27:00,634 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.library.path=/usr/java/packages/lib:/usr/lib/aarch64-linux-gnu/jni:/lib/aarch64-linux-gnu:/usr/lib/aarch64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2022-06-05 15:27:00,634 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.io.tmpdir=/tmp
2022-06-05 15:27:00,635 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.compiler=<NA>
2022-06-05 15:27:00,635 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.name=Linux
2022-06-05 15:27:00,635 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.arch=aarch64
2022-06-05 15:27:00,635 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.version=5.10.104-linuxkit
2022-06-05 15:27:00,636 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.name=thingsboard
2022-06-05 15:27:00,636 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.home=/home/thingsboard
2022-06-05 15:27:00,636 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.dir=/
2022-06-05 15:27:00,636 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.free=118MB
2022-06-05 15:27:00,637 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.max=980MB
2022-06-05 15:27:00,637 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.total=288MB
2022-06-05 15:27:00,942 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2022-06-05 15:27:01,047 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-06-05 15:27:01,185 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.js'], []
2022-06-05 15:27:01,185 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.css'], []
2022-06-05 15:27:01,186 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.ico'], []
2022-06-05 15:27:01,186 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/assets/**'], []
2022-06-05 15:27:01,186 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/static/**'], []
2022-06-05 15:27:01,279 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2f053ff3, org.springframework.security.web.context.SecurityContextPersistenceFilter@654ab198, org.springframework.security.web.header.HeaderWriterFilter@77a27356, org.springframework.web.filter.CorsFilter@543c887, org.springframework.security.web.authentication.logout.LogoutFilter@6107b3cb, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@1925b113, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@eaa901a, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@5248c05a, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@151f1734, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@69173bb7, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@601e7c97, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@18d09283, org.thingsboard.server.config.RateLimitProcessingFilter@167bae0b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@57ab5033, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4b20b431, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5d0ea2af, org.springframework.security.web.session.SessionManagementFilter@66e6e5e9, org.springframework.security.web.access.ExceptionTranslationFilter@4f7b4953, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7afffc81]
2022-06-05 15:27:01,493 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2022-06-05 15:27:02,168 [app-dispatcher-31-thread-1] INFO  o.t.server.actors.app.AppActor - Starting main system actor.
2022-06-05 15:27:02,266 [app-dispatcher-31-thread-1] INFO  o.t.server.actors.app.AppActor - Main system actor started.
2022-06-05 15:27:02,267 [app-dispatcher-31-thread-1] WARN  o.t.server.actors.app.AppActor - Rule Chains initialized by unexpected message: org.thingsboard.server.actors.device.SessionTimeoutCheckMsg@42a7d823
2022-06-05 15:27:02,270 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2022-06-05 15:27:02,271 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2022-06-05 15:27:02,271 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2022-06-05 15:27:02,272 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2022-06-05 15:27:02,299 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2022-06-05 15:27:02,530 [rule-dispatcher-2-2] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through JMX: 142
2022-06-05 15:27:04,745 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2022-06-05 15:27:04,754 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 16.618 seconds (JVM running for 17.265)
2022-06-05 15:27:04,792 [main] INFO  o.t.s.q.d.HashPartitionService - [a74416bddb41] Found common server: [[TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR]]
2022-06-05 15:27:04,796 [main] INFO  o.t.s.q.d.HashPartitionService - [ServiceQueueKey(serviceQueue=ServiceQueue(type=TB_RULE_ENGINE, queue=SequentialByOriginator), tenantId=13814000-1dd2-11b2-8080-808080808080)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2022-06-05 15:27:04,798 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2022-06-05 15:27:04,799 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [SequentialByOriginator] Subscribing to partitions: [TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_rule_engine.sq.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_rule_engine.sq.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_rule_engine.sq.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_rule_engine.sq.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_rule_engine.sq.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_rule_engine.sq.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_rule_engine.sq.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_rule_engine.sq.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_rule_engine.sq.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_rule_engine.sq.3, myPartition=true)]
2022-06-05 15:27:04,804 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [SequentialByOriginator] Subscribing consumer per partition: [TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_rule_engine.sq.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_rule_engine.sq.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_rule_engine.sq.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_rule_engine.sq.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_rule_engine.sq.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_rule_engine.sq.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_rule_engine.sq.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_rule_engine.sq.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_rule_engine.sq.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_rule_engine.sq.3, myPartition=true)]
2022-06-05 15:27:04,806 [main] INFO  o.t.s.q.d.HashPartitionService - [ServiceQueueKey(serviceQueue=ServiceQueue(type=TB_RULE_ENGINE, queue=HighPriority), tenantId=13814000-1dd2-11b2-8080-808080808080)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2022-06-05 15:27:04,808 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2022-06-05 15:27:04,810 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [HighPriority] Subscribing to partitions: [TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_rule_engine.hp.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_rule_engine.hp.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_rule_engine.hp.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_rule_engine.hp.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_rule_engine.hp.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_rule_engine.hp.3, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_rule_engine.hp.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_rule_engine.hp.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_rule_engine.hp.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_rule_engine.hp.0, myPartition=true)]
2022-06-05 15:27:04,811 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [HighPriority] Subscribing consumer per partition: [TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_rule_engine.hp.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_rule_engine.hp.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_rule_engine.hp.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_rule_engine.hp.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_rule_engine.hp.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_rule_engine.hp.3, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_rule_engine.hp.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_rule_engine.hp.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_rule_engine.hp.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.hp, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_rule_engine.hp.0, myPartition=true)]
2022-06-05 15:27:04,812 [main] INFO  o.t.s.q.d.HashPartitionService - [ServiceQueueKey(serviceQueue=ServiceQueue(type=TB_CORE, queue=Main), tenantId=13814000-1dd2-11b2-8080-808080808080)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2022-06-05 15:27:04,815 [api-usage-scheduled-16-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] CURRENT PARTITIONS: []
2022-06-05 15:27:04,816 [api-usage-scheduled-16-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] NEW PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
2022-06-05 15:27:04,815 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2022-06-05 15:27:04,830 [device-state-scheduled-23-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] CURRENT PARTITIONS: []
2022-06-05 15:27:04,831 [api-usage-scheduled-16-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] ADDED PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
2022-06-05 15:27:04,832 [api-usage-scheduled-16-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] REMOVED PARTITIONS: []
2022-06-05 15:27:04,831 [main] INFO  o.t.s.s.q.DefaultTbCoreConsumerService - Subscribing to partitions: [TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional.empty, partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
2022-06-05 15:27:04,834 [main] INFO  o.t.s.q.d.HashPartitionService - [ServiceQueueKey(serviceQueue=ServiceQueue(type=TB_RULE_ENGINE, queue=Main), tenantId=13814000-1dd2-11b2-8080-808080808080)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
